# generated by scripts/make_more_samplesheets.py — data_root=/BiO/scratch/ehojune/GIAB_benchmark
sample,dataset,unit,fastq_1,fastq_2,bytes
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.004,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_004.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_004.fastq.gz,1063427300
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.005,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_005.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_005.fastq.gz,1065908535
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.006,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_006.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_006.fastq.gz,1072987100
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.007,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_007.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_007.fastq.gz,1075863170
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.008,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_008.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_008.fastq.gz,1078173053
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.009,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_009.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_009.fastq.gz,1078565555
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.010,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_010.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_010.fastq.gz,1045606127
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.011,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_011.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_011.fastq.gz,1054882082
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.012,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_012.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_012.fastq.gz,1054644371
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.013,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_013.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_013.fastq.gz,1065952414
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.014,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_014.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_014.fastq.gz,1067703977
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.015,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_015.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_015.fastq.gz,1067591903
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.016,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_016.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_016.fastq.gz,1072607272
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.017,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_017.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_017.fastq.gz,1075906258
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.018,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_018.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_018.fastq.gz,1073588914
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.019,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_019.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_019.fastq.gz,1034727475
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.020,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_020.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_020.fastq.gz,1045377754
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.021,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_021.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_021.fastq.gz,1044256153
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.022,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_022.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_022.fastq.gz,1056022710
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.023,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_023.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_023.fastq.gz,1061008942
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.024,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_024.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_024.fastq.gz,1062146406
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.025,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_025.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_025.fastq.gz,1068294763
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.026,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_026.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_026.fastq.gz,1074321043
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.027,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_027.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_027.fastq.gz,1076694070
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.028,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_028.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_028.fastq.gz,1038994589
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.029,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_029.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_029.fastq.gz,1050947999
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.030,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_030.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_030.fastq.gz,1047591639
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.031,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_031.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_031.fastq.gz,1054632416
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.032,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_032.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_032.fastq.gz,1061330270
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.033,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_033.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_033.fastq.gz,1062855085
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.034,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_034.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_034.fastq.gz,1065788692
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.035,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_035.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_035.fastq.gz,1078517089
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.036,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_036.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_036.fastq.gz,1080802610
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L002.037,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R1_037.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141008_D00360_0059_BHB66DADXX/Sample_NA24695/NA24695_CTTGTA_L002_R2_037.fastq.gz,222995251
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.001,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_001.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_001.fastq.gz,1053475932
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.002,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_002.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_002.fastq.gz,1066770161
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.003,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_003.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_003.fastq.gz,1065930314
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.004,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_004.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_004.fastq.gz,1079607698
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.005,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_005.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_005.fastq.gz,1083966353
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.006,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_006.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_006.fastq.gz,1072277487
HG007,HiSeq100x,Sample_NA24695.NA24695_CTTGTA_L001.007,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R1_007.fastq.gz,/BiO/scratch/ehojune/GIAB_benchmark/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/141015_D00360_0061_BHB66HADXX/Sample_NA24695/NA24695_CTTGTA_L001_R2_007.fastq.gz,1082396057
